Speed_kmh,Acceleration_ms2,Braking_Pattern,Distance_Driven_km,Location_History,Vehicle_Make,Vehicle_Model,Vehicle_Year,Safety_Features,Past_Claims,Previous_Policy_Lapses,Accident_History,Road_Conditions,Weather_Data,Traffic_Congestion,Current_Premium,Policy_Type,Deductibles,Dynamic_Premium
82,3.73,Smooth,8006,Highway,Ford,Coupe,2011,Basic,0,0,Minor,Good,Clear,Low,46528,Comprehensive,1181,121758
39,2.51,Moderate,17562,Urban,Tesla,Coupe,2007,Standard,1,0,Minor,Good,Clear,Moderate,16774,Pay-As-You-Drive,3758,34436
37,1.18,Moderate,22584,Highway,Tesla,SUV,2021,Advanced,0,1,Major,Moderate,Snow,Moderate,20849,Third-Party,732,37574
63,3.8,Smooth,20563,Suburban,Ford,Convertible,2013,Advanced,3,1,None,Good,Clear,High,46371,Comprehensive,1255,137972
66,1.86,Moderate,6275,Suburban,Toyota,Coupe,2012,Basic,4,0,None,Good,Rain,Low,46432,Comprehensive,2779,112085
90,2.19,Smooth,23616,Highway,BMW,SUV,2002,Basic,0,0,Minor,Good,Rain,Moderate,46526,Comprehensive,3182,106838
32,1.14,Smooth,8868,Highway,Ford,Truck,2022,Advanced,0,1,None,Good,Fog,Moderate,44023,Comprehensive,875,77114
85,2.17,Smooth,2593,Urban,Tesla,Sedan,2009,Standard,1,0,Minor,Good,Clear,High,36280,Pay-As-You-Drive,4746,85263
51,3.17,Smooth,23756,Rural,Toyota,Coupe,2015,Standard,0,0,None,Poor,Clear,Moderate,11229,Pay-As-You-Drive,1495,24909
59,3.9,Moderate,28345,Highway,Tesla,Coupe,2023,Standard,0,1,None,Poor,Rain,High,12419,Third-Party,1588,33115
31,1.77,Moderate,17761,Suburban,Tesla,Convertible,2001,Standard,4,2,Minor,Good,Clear,Moderate,10411,Third-Party,4512,26025
33,1.9,Smooth,14336,Urban,Honda,Sedan,2013,Advanced,2,0,Minor,Good,Rain,Moderate,33417,Pay-As-You-Drive,2445,65144
53,2.44,Smooth,15282,Suburban,Ford,Coupe,2021,Standard,3,0,None,Good,Clear,Moderate,24347,Comprehensive,4456,57278
67,3.83,Smooth,4576,Suburban,Honda,Convertible,2003,Standard,1,1,None,Moderate,Clear,High,7174,Third-Party,3112,20196
114,2.17,Smooth,7454,Suburban,Tesla,Sedan,2021,Standard,0,2,Major,Good,Fog,Moderate,14742,Third-Party,4315,42631
50,2.12,Harsh,14554,Suburban,Tesla,Truck,2008,Standard,0,1,Minor,Good,Clear,High,47171,Comprehensive,4148,101238
78,2.31,Smooth,23617,Highway,BMW,Truck,2004,Standard,1,0,Minor,Moderate,Clear,Moderate,23203,Pay-As-You-Drive,1731,54014
96,2.88,Moderate,26960,Urban,Ford,Truck,2009,Advanced,2,1,Major,Good,Fog,Moderate,34827,Comprehensive,3095,101719
40,1.41,Moderate,26751,Highway,Tesla,Sedan,2012,Advanced,0,2,None,Good,Clear,Low,15908,Third-Party,3242,33185
102,2.7,Smooth,24742,Highway,Mercedes,Hatchback,2009,Basic,4,2,None,Good,Snow,Moderate,39590,Comprehensive,4030,131644
115,1.76,Moderate,24029,Suburban,Ford,SUV,2017,Basic,0,2,Minor,Good,Clear,Low,31319,Third-Party,2612,87655
31,3.21,Smooth,25647,Urban,Mercedes,Sedan,2009,Standard,3,1,Major,Moderate,Fog,Low,25162,Pay-As-You-Drive,3349,64429
116,2.15,Smooth,5826,Highway,Toyota,Truck,2002,Advanced,1,2,Minor,Good,Clear,Low,40012,Comprehensive,2994,120243
112,2.2,Moderate,7991,Highway,Mercedes,Sedan,2000,Basic,1,2,None,Good,Rain,Moderate,7873,Pay-As-You-Drive,2873,23486
119,1.59,Smooth,27366,Urban,Honda,Truck,2003,Standard,2,1,None,Poor,Clear,Moderate,6843,Pay-As-You-Drive,3886,19091
62,3.74,Smooth,24430,Rural,BMW,SUV,2006,Standard,1,1,None,Good,Clear,High,13349,Pay-As-You-Drive,3368,36743
108,1.96,Smooth,3550,Rural,Mercedes,Sedan,2002,Standard,1,2,None,Moderate,Clear,High,43026,Pay-As-You-Drive,1970,124347
105,3.42,Smooth,23090,Highway,Chevrolet,SUV,2014,Standard,2,1,None,Moderate,Clear,Moderate,41981,Third-Party,1392,131451
86,2.76,Moderate,4635,Suburban,Tesla,Convertible,2012,Basic,2,0,None,Moderate,Clear,High,14856,Third-Party,873,38706
80,3.71,Moderate,6945,Suburban,Chevrolet,SUV,2023,Advanced,2,2,None,Poor,Snow,Low,49795,Pay-As-You-Drive,1808,159082
54,2.87,Smooth,2961,Highway,Ford,SUV,2009,Standard,0,1,Minor,Good,Clear,Moderate,48781,Third-Party,4627,115440
70,2.26,Smooth,19484,Rural,Ford,Truck,2018,Standard,2,0,Minor,Good,Clear,Low,7353,Comprehensive,4096,17271
97,1.72,Moderate,3656,Highway,Tesla,Truck,2023,Standard,2,2,None,Poor,Clear,Low,40127,Third-Party,4568,113900
78,0.95,Moderate,18472,Rural,BMW,Truck,2022,Standard,2,1,None,Good,Clear,High,47688,Comprehensive,1006,109135
76,0.78,Smooth,29054,Suburban,Chevrolet,Hatchback,2009,Basic,4,2,Minor,Poor,Clear,Moderate,5885,Pay-As-You-Drive,4511,15472
110,3.3,Smooth,11017,Suburban,Chevrolet,Convertible,2006,Basic,3,0,None,Moderate,Snow,Moderate,26554,Third-Party,3085,80780
31,2.89,Moderate,24181,Highway,BMW,Truck,2015,Standard,4,0,None,Moderate,Fog,Low,26811,Pay-As-You-Drive,4916,63845
45,1.95,Moderate,15241,Rural,Mercedes,Coupe,2008,Advanced,1,0,Minor,Good,Clear,Low,31520,Third-Party,1676,61896
46,3.34,Smooth,19457,Urban,Tesla,Coupe,2017,Basic,3,0,Minor,Good,Clear,Low,11203,Third-Party,1502,28202
57,3.31,Smooth,19963,Suburban,Mercedes,SUV,2004,Advanced,1,0,None,Moderate,Fog,High,18986,Third-Party,3517,45612
103,1.78,Smooth,5608,Rural,Toyota,SUV,2016,Standard,2,2,Minor,Good,Rain,High,33501,Pay-As-You-Drive,4853,97257
37,3.73,Harsh,3163,Rural,Ford,SUV,2021,Basic,1,0,Major,Good,Fog,Low,42985,Comprehensive,1335,100582
98,3.77,Moderate,8032,Urban,Tesla,Truck,2022,Standard,3,2,None,Good,Fog,Low,41594,Third-Party,1510,143857
33,2.14,Smooth,20723,Suburban,Tesla,SUV,2017,Standard,0,0,None,Moderate,Rain,High,15921,Pay-As-You-Drive,2379,28813
117,3.38,Smooth,28250,Highway,Tesla,Coupe,2012,Standard,3,2,None,Moderate,Clear,Moderate,7821,Third-Party,1076,27527
47,1.91,Smooth,22018,Suburban,Mercedes,Sedan,2015,Advanced,3,0,None,Good,Clear,Moderate,46828,Third-Party,2224,101630
100,3.5,Smooth,19776,Suburban,BMW,Sedan,2023,Advanced,1,1,None,Good,Clear,High,14233,Third-Party,2524,42824
56,1.93,Moderate,25524,Suburban,Chevrolet,SUV,2021,Basic,4,2,None,Good,Clear,Low,5917,Pay-As-You-Drive,4155,16259
54,2.24,Smooth,19355,Urban,Mercedes,Hatchback,2011,Basic,1,0,None,Moderate,Snow,Moderate,43248,Pay-As-You-Drive,1723,91210
81,2.29,Moderate,28819,Urban,Mercedes,Sedan,2001,Standard,3,0,Minor,Poor,Clear,Moderate,40910,Comprehensive,4652,104182
41,3.27,Moderate,19346,Suburban,BMW,Truck,2013,Basic,3,2,None,Good,Snow,High,37813,Third-Party,513,108158
119,3.93,Moderate,8683,Highway,Toyota,Sedan,2014,Standard,2,0,Major,Good,Clear,Moderate,44930,Comprehensive,4090,142608
57,3.96,Moderate,28969,Rural,BMW,Hatchback,2008,Standard,0,0,None,Moderate,Clear,Low,9296,Comprehensive,544,22919
78,3.44,Smooth,27232,Urban,Ford,Convertible,2001,Basic,0,2,None,Moderate,Snow,Moderate,24979,Third-Party,4117,72661
39,2.88,Smooth,5903,Rural,Mercedes,Coupe,2017,Standard,1,1,None,Moderate,Clear,Moderate,27952,Pay-As-You-Drive,2816,65562
77,0.9,Smooth,12588,Suburban,Honda,SUV,2023,Standard,1,2,None,Poor,Clear,Low,22645,Comprehensive,3952,53568
84,3.01,Moderate,21919,Highway,Honda,Convertible,2017,Basic,2,2,None,Good,Clear,Moderate,6449,Comprehensive,4410,19689
34,2.02,Harsh,10427,Urban,Mercedes,Hatchback,2011,Standard,0,2,None,Moderate,Clear,Moderate,30497,Comprehensive,3298,66773
76,1.3,Smooth,15113,Suburban,Honda,Coupe,2017,Standard,3,1,None,Poor,Rain,Low,47067,Third-Party,2925,115761
60,1.92,Harsh,1585,Rural,Tesla,Hatchback,2020,Advanced,2,1,None,Moderate,Clear,Moderate,21755,Third-Party,731,51758
42,1.06,Smooth,26472,Urban,Ford,SUV,2007,Standard,1,0,None,Good,Clear,Low,5269,Third-Party,512,9033
69,2.17,Moderate,16163,Highway,Mercedes,Sedan,2011,Standard,1,0,Minor,Moderate,Clear,Low,38232,Comprehensive,4809,84779
116,3.36,Smooth,21277,Highway,Ford,Convertible,2001,Standard,3,0,None,Moderate,Snow,Low,37597,Comprehensive,1862,116815
117,2.24,Smooth,27104,Urban,Ford,Convertible,2008,Standard,0,0,Major,Moderate,Clear,Moderate,29718,Third-Party,3626,75302
103,0.76,Harsh,29926,Rural,Chevrolet,Convertible,2012,Basic,2,1,Major,Moderate,Fog,Low,8210,Comprehensive,2922,20093
92,3.92,Smooth,19304,Suburban,Ford,Hatchback,2002,Advanced,1,1,None,Poor,Snow,Moderate,13313,Third-Party,2707,40559
107,2.05,Smooth,7087,Rural,Toyota,Hatchback,2003,Standard,3,1,Major,Poor,Clear,Moderate,32920,Pay-As-You-Drive,879,95618
34,2.53,Moderate,18417,Highway,BMW,Coupe,2018,Basic,3,0,None,Good,Snow,Low,18855,Comprehensive,3716,41759
47,2.61,Smooth,511,Highway,Honda,Truck,2009,Basic,0,0,None,Poor,Rain,Low,28747,Comprehensive,526,58791
80,1.48,Smooth,650,Suburban,Chevrolet,Convertible,2016,Standard,3,1,None,Moderate,Clear,Low,19272,Comprehensive,3335,48865
48,3.91,Moderate,12127,Urban,Ford,Truck,2000,Standard,4,1,None,Good,Clear,Low,29404,Third-Party,3662,87562
56,3.98,Moderate,13958,Highway,Tesla,Coupe,2018,Advanced,4,2,Minor,Moderate,Clear,Low,17772,Comprehensive,3431,57955
52,3.33,Moderate,26517,Rural,Toyota,SUV,2000,Basic,2,0,None,Good,Fog,High,40835,Pay-As-You-Drive,576,100651
100,3.91,Smooth,25273,Urban,Toyota,Convertible,2012,Standard,4,0,None,Good,Clear,Low,36342,Pay-As-You-Drive,4755,116726
71,2.78,Harsh,7531,Suburban,Toyota,Sedan,2008,Standard,2,0,None,Good,Fog,High,23945,Third-Party,2963,59525
91,3.77,Smooth,25963,Urban,Chevrolet,Sedan,2009,Basic,0,0,Minor,Good,Clear,Low,31623,Pay-As-You-Drive,3710,85447
74,2.79,Harsh,29053,Highway,Honda,Convertible,2004,Basic,3,0,Minor,Moderate,Snow,Moderate,15708,Comprehensive,4961,41055
63,3.59,Smooth,13750,Suburban,Tesla,Truck,2011,Advanced,2,1,Major,Good,Clear,Low,45396,Pay-As-You-Drive,4605,128122
31,3.72,Smooth,23241,Urban,Ford,Coupe,2008,Basic,2,1,None,Poor,Clear,Low,12266,Pay-As-You-Drive,4315,31754
102,2.45,Harsh,4488,Urban,BMW,Convertible,2014,Standard,3,2,None,Good,Clear,Low,25488,Pay-As-You-Drive,4979,80595
114,0.83,Moderate,10952,Highway,Tesla,Hatchback,2023,Basic,4,0,Minor,Good,Rain,Moderate,25392,Third-Party,2117,64918
71,3.16,Smooth,11127,Urban,Ford,Hatchback,2006,Advanced,2,1,Major,Good,Clear,Moderate,5013,Third-Party,665,13946
95,2.77,Smooth,20408,Highway,Chevrolet,Sedan,2017,Standard,3,2,None,Moderate,Snow,Low,30599,Third-Party,3799,97427
91,1.19,Moderate,18806,Rural,Mercedes,Convertible,2011,Standard,3,0,None,Good,Clear,Moderate,7288,Pay-As-You-Drive,3647,17174
56,1.92,Smooth,8284,Highway,Mercedes,Truck,2010,Advanced,0,1,None,Good,Clear,Low,19241,Pay-As-You-Drive,2820,41307
114,3.61,Harsh,617,Rural,Ford,SUV,2001,Basic,3,0,Minor,Good,Clear,Low,40791,Third-Party,3571,128596
57,0.65,Smooth,24159,Rural,Mercedes,Coupe,2014,Basic,0,1,None,Good,Clear,Low,27639,Third-Party,3400,50793
96,3.56,Smooth,13856,Rural,BMW,Hatchback,2022,Advanced,2,0,None,Good,Clear,Low,46653,Comprehensive,2498,134820
47,3.45,Smooth,8262,Rural,BMW,Truck,2007,Standard,3,1,None,Good,Clear,High,23955,Third-Party,2958,66002
58,3.02,Harsh,17782,Suburban,Tesla,Sedan,2011,Basic,1,1,None,Moderate,Clear,High,31078,Comprehensive,2294,78865
82,1.49,Moderate,13019,Suburban,Chevrolet,Hatchback,2003,Basic,4,0,Minor,Poor,Clear,Low,35102,Comprehensive,1692,86209
87,2.86,Smooth,8271,Suburban,BMW,Sedan,2008,Standard,4,1,None,Good,Clear,Low,16969,Comprehensive,2000,51574
90,0.5,Smooth,21953,Highway,Ford,SUV,2008,Basic,4,1,None,Poor,Clear,Moderate,21780,Third-Party,2012,53911
74,1.63,Smooth,12466,Rural,Chevrolet,Hatchback,2017,Standard,2,1,None,Poor,Clear,Low,47021,Pay-As-You-Drive,3095,114020
77,2.95,Smooth,15197,Urban,Toyota,Hatchback,2000,Standard,3,2,None,Moderate,Clear,Low,11991,Pay-As-You-Drive,3174,36921
52,2.83,Smooth,1263,Highway,Ford,SUV,2011,Standard,2,0,Minor,Moderate,Rain,Moderate,14726,Third-Party,1274,34459
91,2.0,Harsh,10476,Urban,Mercedes,Convertible,2002,Standard,0,2,Minor,Good,Clear,Moderate,13502,Third-Party,2328,35901
75,3.29,Moderate,12111,Urban,Ford,Coupe,2002,Basic,1,1,None,Good,Rain,Moderate,44634,Third-Party,1618,122625
112,1.08,Smooth,4175,Suburban,Ford,Hatchback,2013,Basic,1,2,None,Good,Fog,High,41149,Comprehensive,1424,111251
59,1.36,Smooth,23800,Highway,Honda,Hatchback,2016,Standard,4,0,None,Good,Clear,Low,14234,Pay-As-You-Drive,3044,31770
64,2.05,Smooth,17500,Highway,Tesla,Truck,2018,Standard,0,1,Major,Moderate,Clear,Low,39875,Comprehensive,3311,89582
53,1.45,Moderate,23889,Highway,Chevrolet,Truck,2002,Basic,0,0,None,Good,Clear,Moderate,14896,Third-Party,3822,26878
86,3.22,Moderate,29664,Urban,Tesla,Sedan,2004,Basic,4,2,None,Good,Snow,Low,7465,Pay-As-You-Drive,3605,24790
98,3.83,Moderate,18192,Suburban,Chevrolet,SUV,2014,Basic,2,0,None,Moderate,Fog,Low,19535,Pay-As-You-Drive,556,58087
69,1.63,Smooth,29711,Highway,Mercedes,Sedan,2021,Advanced,2,0,Minor,Moderate,Clear,Low,49458,Comprehensive,4825,107956
70,1.02,Harsh,29052,Suburban,Toyota,Sedan,2015,Advanced,4,1,None,Good,Clear,Low,6689,Comprehensive,849,16309
69,1.87,Harsh,20352,Urban,BMW,Hatchback,2011,Standard,1,2,Major,Poor,Clear,High,37028,Third-Party,4997,94171
80,2.17,Smooth,27780,Urban,Chevrolet,Hatchback,2006,Standard,2,0,None,Poor,Rain,Low,15519,Comprehensive,4183,37395
119,3.57,Smooth,18305,Rural,Toyota,Coupe,2002,Advanced,4,0,None,Moderate,Clear,Moderate,24111,Pay-As-You-Drive,3748,79188
89,3.57,Smooth,25980,Rural,Ford,Hatchback,2006,Basic,0,2,Minor,Moderate,Snow,Moderate,29299,Third-Party,1905,88893
114,1.23,Smooth,18731,Suburban,BMW,Convertible,2001,Basic,3,0,Major,Good,Clear,High,38419,Comprehensive,2044,98286
34,3.9,Smooth,8375,Highway,Ford,Coupe,2012,Standard,2,1,None,Good,Rain,Moderate,23647,Pay-As-You-Drive,2316,62843
112,3.16,Moderate,23931,Suburban,Toyota,Truck,2022,Standard,3,0,None,Good,Rain,Moderate,39080,Third-Party,1829,118146
113,1.82,Moderate,5413,Rural,Toyota,Coupe,2000,Advanced,0,0,Minor,Poor,Snow,Low,25663,Third-Party,1226,61481
96,3.21,Smooth,18928,Rural,Toyota,Sedan,2022,Standard,4,0,None,Moderate,Rain,Moderate,9466,Comprehensive,3890,28414
118,0.89,Smooth,2922,Highway,Ford,SUV,2013,Basic,3,1,None,Moderate,Clear,Low,5387,Third-Party,1432,14576
33,3.6,Smooth,11251,Urban,Toyota,Sedan,2005,Standard,1,0,None,Good,Clear,Low,18075,Third-Party,3259,41142
34,1.42,Smooth,6775,Urban,BMW,SUV,2010,Advanced,4,1,None,Good,Clear,High,29250,Third-Party,2973,65494
33,0.69,Smooth,22947,Highway,Tesla,Hatchback,2010,Standard,1,0,Minor,Poor,Clear,Moderate,48362,Third-Party,1875,74791
68,3.74,Smooth,2104,Highway,Ford,Convertible,2016,Standard,0,1,None,Good,Snow,Moderate,9978,Pay-As-You-Drive,2905,26962
115,1.3,Smooth,15143,Urban,Toyota,Coupe,2015,Standard,4,0,Minor,Poor,Clear,Moderate,26025,Third-Party,891,69821
63,1.24,Smooth,6668,Suburban,Chevrolet,Convertible,2000,Standard,2,1,Minor,Good,Clear,High,47445,Comprehensive,2563,105995
30,1.87,Smooth,1197,Rural,Honda,Sedan,2000,Basic,4,0,None,Good,Rain,Moderate,25081,Third-Party,759,53117
92,2.2,Smooth,5064,Suburban,Honda,SUV,2007,Standard,1,0,None,Good,Snow,Moderate,25386,Pay-As-You-Drive,1242,61377
51,2.93,Smooth,11847,Rural,BMW,Truck,2003,Basic,0,2,None,Moderate,Clear,High,46328,Third-Party,2724,118512
37,1.74,Moderate,16397,Highway,Ford,Coupe,2004,Standard,3,0,None,Poor,Clear,Low,46609,Third-Party,4866,95194
90,1.81,Harsh,29075,Rural,Chevrolet,Convertible,2002,Standard,3,2,None,Moderate,Clear,High,30419,Pay-As-You-Drive,1960,88304
42,2.98,Smooth,13813,Rural,Mercedes,Convertible,2011,Advanced,0,1,None,Good,Fog,Moderate,48765,Pay-As-You-Drive,4580,111899
54,3.14,Smooth,11153,Rural,Chevrolet,Truck,2006,Basic,3,0,None,Good,Clear,Low,37022,Third-Party,525,93857
63,3.31,Smooth,2932,Highway,Mercedes,Hatchback,2015,Basic,1,1,Minor,Good,Fog,Low,37594,Pay-As-You-Drive,1262,99712
71,0.84,Smooth,12012,Urban,Ford,Hatchback,2021,Standard,0,1,Major,Good,Clear,High,26293,Comprehensive,1685,52637
33,3.38,Moderate,29457,Highway,Chevrolet,Hatchback,2011,Basic,3,0,None,Good,Clear,Moderate,16989,Comprehensive,671,41095
117,3.97,Moderate,4524,Rural,Honda,Convertible,2015,Standard,2,0,None,Good,Rain,Moderate,13876,Pay-As-You-Drive,2774,43940
37,3.44,Harsh,9510,Suburban,Mercedes,SUV,2020,Basic,2,2,None,Moderate,Clear,Moderate,36684,Third-Party,2422,101593
55,3.1,Smooth,12906,Rural,Ford,Hatchback,2022,Basic,0,0,None,Good,Clear,Low,6702,Pay-As-You-Drive,1560,14966
76,0.54,Harsh,29742,Highway,Ford,Coupe,2012,Basic,4,0,Minor,Good,Clear,Moderate,24409,Comprehensive,1672,52898
67,0.51,Harsh,19252,Suburban,Tesla,Sedan,2009,Basic,1,1,None,Good,Rain,Low,32758,Comprehensive,1914,65040
103,1.58,Moderate,3750,Highway,Toyota,Hatchback,2009,Advanced,0,1,None,Good,Clear,High,21845,Third-Party,4507,53588
76,2.13,Smooth,12835,Suburban,BMW,Sedan,2002,Standard,3,2,None,Good,Clear,Low,42987,Comprehensive,1117,123187
107,1.57,Smooth,3974,Suburban,Ford,Convertible,2021,Standard,4,0,None,Good,Clear,Moderate,44638,Pay-As-You-Drive,2007,119807
69,2.39,Smooth,22897,Urban,Chevrolet,SUV,2014,Advanced,1,2,Minor,Good,Rain,Moderate,18720,Pay-As-You-Drive,2835,50029
70,0.53,Smooth,11425,Suburban,Mercedes,Coupe,2005,Standard,0,1,None,Poor,Snow,High,18148,Pay-As-You-Drive,1281,34757
68,3.03,Smooth,20303,Rural,Toyota,Truck,2013,Advanced,2,0,None,Good,Clear,Moderate,5790,Pay-As-You-Drive,3918,14614
72,3.74,Moderate,7636,Highway,Chevrolet,Sedan,2008,Standard,4,2,None,Good,Clear,High,11632,Third-Party,1925,38802
118,2.25,Smooth,8715,Rural,Honda,Coupe,2016,Standard,2,0,None,Good,Rain,Low,17890,Comprehensive,1735,49126
59,3.53,Moderate,2519,Urban,Mercedes,Truck,2017,Standard,3,2,None,Moderate,Snow,Low,40386,Comprehensive,2637,124156
56,1.82,Smooth,24462,Highway,Honda,Convertible,2011,Basic,4,0,Minor,Good,Clear,Low,37325,Third-Party,4534,86636
48,2.83,Moderate,21602,Rural,Mercedes,Hatchback,2005,Advanced,0,0,None,Good,Snow,Low,8515,Third-Party,3088,17945
41,2.15,Smooth,3095,Urban,Toyota,SUV,2008,Basic,0,1,None,Poor,Clear,Low,9711,Pay-As-You-Drive,1705,20187
30,2.46,Moderate,20552,Rural,Honda,SUV,2005,Standard,4,1,None,Good,Clear,Moderate,26865,Comprehensive,1423,66194
48,1.34,Moderate,1931,Highway,BMW,Convertible,2002,Standard,3,2,None,Moderate,Rain,Low,12343,Third-Party,1234,30055
109,1.18,Moderate,17688,Urban,Mercedes,Hatchback,2003,Standard,0,1,Minor,Moderate,Rain,Low,27192,Comprehensive,993,65342
87,1.31,Moderate,26479,Highway,Honda,Truck,2019,Basic,4,2,None,Good,Clear,High,28175,Third-Party,706,80384
72,3.74,Smooth,27068,Urban,Honda,Convertible,2005,Standard,0,0,Minor,Poor,Clear,Low,37047,Comprehensive,3791,93871
110,0.86,Moderate,7298,Suburban,BMW,Convertible,2002,Standard,0,2,Major,Good,Rain,Low,10579,Comprehensive,4126,26785
92,3.64,Smooth,22708,Urban,Chevrolet,Hatchback,2017,Standard,1,0,Minor,Good,Clear,Low,21772,Pay-As-You-Drive,3092,60456
119,1.48,Smooth,23001,Rural,Mercedes,Coupe,2011,Standard,0,2,Minor,Good,Clear,High,9218,Comprehensive,1169,25465
96,1.3,Moderate,23549,Highway,Honda,Sedan,2003,Standard,2,2,Minor,Poor,Clear,Low,37738,Third-Party,1127,102845
40,3.5,Smooth,17981,Urban,Mercedes,Hatchback,2010,Standard,0,2,None,Moderate,Clear,High,19703,Comprehensive,2926,51375
79,3.66,Smooth,9397,Highway,Chevrolet,Convertible,2021,Standard,2,0,None,Poor,Rain,Low,24638,Third-Party,1625,68350
47,2.56,Smooth,13286,Urban,Tesla,Convertible,2021,Advanced,4,2,Minor,Poor,Rain,Moderate,39365,Pay-As-You-Drive,1497,111486
40,3.8,Moderate,29616,Urban,Tesla,Sedan,2004,Standard,1,1,Minor,Good,Snow,Low,28743,Third-Party,4083,74232
72,3.66,Moderate,23439,Urban,BMW,SUV,2005,Standard,4,0,None,Poor,Rain,Low,22290,Comprehensive,547,64994
33,3.5,Smooth,29686,Rural,BMW,Sedan,2001,Standard,3,2,None,Good,Clear,Low,14282,Third-Party,1100,40716
92,0.7,Smooth,5030,Suburban,BMW,Sedan,2023,Basic,3,0,None,Moderate,Fog,High,43523,Comprehensive,1881,97550
49,2.28,Moderate,4032,Highway,Chevrolet,Hatchback,2021,Standard,3,2,None,Moderate,Rain,Moderate,8562,Third-Party,804,22927
43,1.15,Moderate,26478,Highway,Toyota,Truck,2023,Standard,4,0,Minor,Moderate,Clear,Low,17315,Pay-As-You-Drive,4728,35411
42,3.83,Smooth,23097,Suburban,Chevrolet,Convertible,2000,Standard,1,1,None,Poor,Clear,Moderate,9140,Third-Party,589,23822
93,3.91,Smooth,23594,Highway,Chevrolet,Truck,2003,Standard,2,0,None,Moderate,Clear,Moderate,24004,Third-Party,1506,70842
83,2.94,Moderate,588,Urban,Honda,Coupe,2013,Advanced,0,2,None,Good,Snow,Low,7436,Pay-As-You-Drive,4949,21016
102,3.38,Harsh,4512,Highway,BMW,Coupe,2016,Advanced,0,2,Minor,Good,Clear,Moderate,33588,Comprehensive,4461,103984
69,2.01,Smooth,12743,Rural,Tesla,Convertible,2012,Advanced,0,2,Major,Good,Rain,Low,30110,Pay-As-You-Drive,3111,74627
108,3.5,Smooth,24330,Rural,BMW,Coupe,2012,Basic,0,2,None,Good,Clear,High,30075,Comprehensive,604,95452
74,3.32,Smooth,5487,Urban,Honda,Truck,2003,Basic,1,0,None,Moderate,Clear,Moderate,29156,Third-Party,3462,74270
34,3.88,Moderate,5041,Suburban,Toyota,Sedan,2023,Standard,2,1,None,Poor,Rain,Moderate,16591,Third-Party,3464,44035
50,1.11,Moderate,19791,Urban,Honda,Coupe,2004,Advanced,3,0,Major,Good,Clear,Moderate,23339,Comprehensive,3902,46520
39,1.99,Smooth,4098,Urban,Mercedes,Convertible,2012,Basic,2,1,Major,Good,Clear,Moderate,20639,Third-Party,4637,45892
113,1.18,Smooth,17584,Urban,Ford,Truck,2000,Basic,1,2,None,Poor,Clear,Low,36376,Third-Party,1585,99532
62,2.48,Moderate,8796,Suburban,Tesla,Truck,2018,Advanced,0,0,Minor,Good,Clear,Moderate,47874,Pay-As-You-Drive,2231,102314
49,2.57,Smooth,27140,Highway,Toyota,SUV,2018,Standard,3,2,None,Good,Clear,Moderate,40371,Comprehensive,3622,111083
76,1.19,Moderate,16379,Suburban,Ford,Hatchback,2018,Advanced,1,1,Major,Good,Clear,High,27755,Pay-As-You-Drive,3998,61891
84,3.39,Moderate,13767,Rural,Tesla,Truck,2015,Standard,3,0,None,Good,Clear,Low,34455,Third-Party,2111,98072
98,1.88,Smooth,1870,Highway,Mercedes,Coupe,2008,Standard,3,1,None,Poor,Clear,Low,27663,Pay-As-You-Drive,4298,77114
72,2.17,Smooth,28705,Rural,Ford,Hatchback,2010,Standard,2,2,Minor,Good,Clear,Low,23718,Third-Party,2140,65025
85,1.03,Smooth,20434,Urban,Tesla,Coupe,2010,Basic,0,0,Minor,Moderate,Clear,Moderate,5263,Pay-As-You-Drive,1296,10350
61,3.87,Smooth,14771,Suburban,Toyota,Convertible,2006,Standard,3,1,None,Moderate,Rain,Low,28893,Pay-As-You-Drive,2231,85953
50,3.03,Smooth,26363,Rural,Chevrolet,Hatchback,2001,Standard,1,2,None,Poor,Clear,Low,37453,Third-Party,648,100134
84,0.96,Moderate,14338,Highway,BMW,Hatchback,2023,Standard,0,1,Minor,Good,Clear,Moderate,13359,Third-Party,3932,28576
70,3.21,Smooth,14857,Urban,Mercedes,Hatchback,2006,Standard,3,2,Major,Good,Clear,High,5191,Pay-As-You-Drive,3750,16016
32,0.69,Smooth,28665,Urban,Mercedes,Truck,2017,Standard,2,2,Minor,Moderate,Clear,Low,44829,Comprehensive,4876,91417
103,1.74,Smooth,26402,Rural,Mercedes,Coupe,2015,Advanced,4,0,None,Good,Clear,Low,8697,Comprehensive,1648,23420
104,1.25,Moderate,13007,Suburban,Tesla,Sedan,2018,Standard,1,0,None,Good,Clear,Moderate,19354,Comprehensive,4006,44131
105,2.31,Smooth,4447,Rural,Honda,Sedan,2010,Standard,4,1,None,Moderate,Snow,Low,35282,Pay-As-You-Drive,1603,107712
88,3.59,Moderate,1077,Suburban,Chevrolet,Sedan,2014,Basic,2,1,None,Good,Clear,Moderate,25274,Comprehensive,3752,76628
57,3.46,Smooth,4824,Urban,Toyota,Sedan,2016,Basic,4,0,None,Moderate,Clear,Moderate,16253,Comprehensive,4252,44516
106,1.66,Moderate,17184,Highway,Chevrolet,SUV,2013,Standard,2,1,None,Poor,Clear,Low,34709,Pay-As-You-Drive,3254,93699
102,1.1,Moderate,20772,Rural,BMW,Sedan,2008,Advanced,3,1,Minor,Good,Clear,Low,47094,Pay-As-You-Drive,1697,123677
